"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sudan","SDN","GDP (current US$)","NY.GDP.MKTP.CD","1126364161.7644","1222860428.55503","1328259624.72217","1351234926.33899","1388282600.1961","1446869619.31898","1484491675.71652","1607409539.36648","1677771400.56798","1847501441.26221","2100229759.04718","2288340041.03486","2483055722.23738","3077254460.30228","3958931659.84759","4823090191.91008","6013210815.66115","7499005639.37649","8128719315.0792","8418407786.60599","8951800000","10753888154.2798","8732542273.73424","8230153846.15385","10447615384.6154","8075259600.3398","10092200000","12093333333.3333","14372555555.5556","21408111111.1111","33641222222.2222","44171194366.2039","7031933491.84899","8881005435.80602","12793794737.042","13830363899.9163","9018300724.66086","11681175864.3383","11250221536.7484","10682028339.6898","12257299147.2936","15716361792.1926","18137128388.3606","21355298459.5955","26646007250.7319","35182711987.974","45263831634.1497","59440139774.8128","64833083257.1431","51621044076.9231","58962978034.4828","55018567210.5263","37632919966.6667","43024018082.1918","49516748617.9775","51726758676.7677","42630376000","41283617976.1905","32333780383.2924","32338079165.2893","27034593750","34229513774.9936","51666875363.0963","39898289820.7951","49909807029.6996",
"Senegal","SEN","GDP (current US$)","NY.GDP.MKTP.CD","1003692370.46869","1058975256.97025","1085475790.59112","1122139861.67805","1188930645.34423","1210058228.17112","1246908185.96343","1246480765.97984","1309384861.92219","1245234931.43233","1297407654.92832","1339549032.83782","1620857103.53492","1863398590.4556","2099325228.95651","2830388404.8977","2869777884.45166","2938046462.7098","3280354920.8516","4084877822.91679","4510108290.69571","4095892780.58289","4013951442.67081","3569356124.93159","3485165431.71354","3818944917.56713","5392093445.51053","6487353102.81483","6418419388.63499","6366039372.53683","7390967360.42121","7255210469.51743","7769817839.95644","7367986241.21869","5034588195.55806","6326342633.4034","6559712165.96508","6041478725.90443","6505607909.05324","6592834932.80876","6013185003.97525","6507824829.26254","7006402319.75856","8768721563.18211","10076816666.6196","11009033437.939","11697918243.0035","13994218412.9619","16853989627.548","16145867494.9405","16121315909.0758","17814283639.3119","17660870411.5235","18918667724.8817","19797253440.2679","17774766696.1759","19040312333.1864","20996562943.5979","23116701556.1381","23403995992.1354","24530513037.7518","27520784129.7508","27783332222.6759","30696331295.7826","32267254425.052",
"Singapore","SGP","GDP (current US$)","NY.GDP.MKTP.CD","704751700.302494","764629788.123689","826239211.817511","917608012.491752","894153311.424857","974644096.144674","1096425608.09089","1238035815.78586","1425706091.0356","1659893767.84419","1920574150.17542","2263785443.61688","2721440980.75851","3696213333.33333","5221534955.64418","5633673929.99302","6327077974.10703","6618585073.66035","7517176354.84135","9296921723.83465","11896256782.8566","14175228843.6391","16084252378.473","17784112149.5327","19749361097.965","19156532745.7691","18586746056.9974","20919215578.2125","25371462488.1292","30465364738.6206","36144336768.7023","45466164978.2923","52131320032.8797","60603815716.2653","73688724431.1412","87812540788.4293","96293086513.0872","100123787215.299","85728207781.7785","86286849754.8905","96076539925.7409","89793790669.6515","92538372869.6942","97646401095.6369","115033593101.049","127807848728.398","148627286361.351","180941701357.97","193617323539.203","194150283771.566","239807980591.24","279356499090.458","295092888076.589","307576360584.992","314863580758.455","307998545269.398","319646468521.497","343673334902.33","377123710560.614","376161998830.048","349165858544.568","436591382250.464","509017841146.557","505439514078.019","547386645891.847",
"Solomon Islands","SLB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","25203524.0325638","28084252.7582748","28606411.398041","","50056882.8213879","40606712.050639","55272108.8435374","84539332.282562","74620320.0295339","83100834.307935","93145283.3557141","111027427.208358","151276496.482533","182852106.523408","193750540.701429","192902018.733318","181220398.969839","181570473.771605","165524943.492123","147620047.660063","155128542.419178","176494394.043362","172882410.578561","214877666.846068","227540473.340087","269034595.812985","300746361.128739","402837005.272596","469443201.503274","510586430.190127","526554005.954357","457579840.225066","488024514.369359","419842674.227652","409508552.979972","346406738.885237","417668983.408349","468005318.551977","552864570.225819","617258154.260133","695295347.621537","776337691.795098","805557562.580059","898133684.898793","1063895360.69907","1185215418.25562","1285911586.132","1335571420.72676","1307909887.55212","1379490304.2254","1469789119.08756","1615478393.28614","1619155017.3924","1536145814.17007","1522794913.0914","1566360686.10632","1660896530.71894","1760767447.17461",
"Sierra Leone","SLE","GDP (current US$)","NY.GDP.MKTP.CD","322151960.784314","327978758.169935","342872549.019608","348700980.392157","372011437.908497","359523809.523809","375630252.10084","348895027.624309","329991596.638655","408853541.416567","434584633.853541","419495788.20698","465254681.64794","575471813.72549","648940350.877193","679352876.106195","594810422.28212","692079406.631763","960765042.979943","1109343424.78713","1100476190.47619","1114926660.91458","1294995964.48749","995278514.588859","1087450199.20319","856890459.363958","490181456.62441","660106336.104339","1055083933.07498","932974420.276529","649644097.566129","779981987.10656","679940813.948366","768867882.965994","911853802.365613","870740291.519248","941709422.502965","850232760.017239","672368187.114756","669386623.951402","635866403.776065","1681473893.76655","1933863910.73227","2142618045.93129","2237350687.46606","2545275312.60512","3263697466.73514","3632957611.35152","4157895298.19572","3953403098.37107","4262805966.78755","4861632884.67985","6141666509.36295","7502762862.72657","7686138790.90872","6788352974.78329","6084297211.10217","5749846528.48046","6390514688.52816","6526183564.19893","6693888876.28565","7173379137.26091","7124465159.65304","6411787856.06581","7547843281.27425",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4817542204","5252342400","5813399300","6680269200","7679384000","8921947100","9586327800","10221705900","10936669900","11284197000","11784927700","12282533600","12664190300","13243892200","13724810900","14698000000","15999890000","17011750000","17986890000","17601620000","18447920000","20283780000","21386150000","21990960000","22593470000","23438240000","24191430000","24979190000","26020850000","26881140000","24921190000","29043140000","31870120000","33853940000","35364960000",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","976606693.570595","1048316128.20361","1109473367.84318","1007661366.66959","1059529812.37456","1148872072.38556","1462590266.59186","1715340542.988","1786514058.22344","1909765165.43137","2188654628.38097","2403213305.03601","2064277126.41466","1881191925.32503","1813717438.69134","1604701299.43546","1678741475.14095","1673911426.17254","1419401070.56043","1468343139.74326","1528620346.31168","1655353653.05934","1616232125.12587","1544714493.24409","1855395999.76534","1831700577.08904","","",
"Somalia, Fed. Rep.","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.776025","191659914.376034","203531927.547229","216145935.941626","229529912.668035","243725898.029641","257375897.049641","271781886.807245","286719885.312046","306357284.571429","347985394.285714","347039445.705569","447883941.190165","483699610.602563","572504035.901509","757015878.792693","871344245.115171","498550724.637681","564571823.20442","589566929.133858","602515548.452104","699302473.050095","774578931.96392","735408641.768548","787434541.728857","875702247.191011","916590786.326105","1018972664.4638","1051596967.1287","1181360843.93549","1031282081.16683","717974929.763158","709297578.5","1260132955.78746","1481205097.98113","1534756134.55022","1792234297.39194","2191749013.58124","2962047564.41651","3045751527.66005","3412797450.20112","2252847464.68608","2192684134.59273","2836724351.5616","3859592813.10255","4683246454.10048","5026743282.04251","5430713728.89074","5913620292.90573","2948594552.44952","2687807003.73935","2906000096.93249","4364670159.99578","5062881600.00104","5728399719.99958","6152149099.99942","6613743069.99912","7621501710.0012","7873440830.00128","8655023960.00102","8628393720.00185","9483997390.00062","10202767269.9992","10968517089.9982","12108515109.9996",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17921892655.3672","23277430167.5978","27153408994.8074","21004077441.4802","20878694850.5767","7326373882.11044","13599378661.9952","17930583571.3055","23593044417.5086","26845632341.8075","28334256180.8801","33298057361.7412","44888028946.0854","54220641201.6474","46955984409.7271","43536629233.1424","51251098408.0924","45103269969.4112","50455529604.0696","49114321280.3466","41297410634.9586","42225495909.5633","45972834713.8077","52787520248.9242","53864693664.5568","55874017668.998","66159884072.5308","66797564758.339","81342660752.3732","89083506277.2344",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","34323581980.2878","35780361714.624","38749449748.2552","44259238556.1443","43840902428.7523","48315704534.9608","52384764226.2559","52292778615.653","55975485264.6344","63411259450.1881","70871978373.1819","72761354269.5066","82103059258.1776","105104652297.672","133972356531.742","147569326875.98","159653470159.033","175198664948.748","196521745530.75","232204503921.792","291996732672.59","396699831680.561","368158967224.491","328835877709.228","293351216261.762","278204262546.575","259627932810.183","291224369731.408","306650509151.092","311627483189.68","366364639092.69","391635690481.629","353842646465.526","359524078375.745","370032119076.571","472087191326.762","527345820139.472","555247194715.663","557278158688.979","395492111005.649","419427320519.798","401467455254.855","438207961198.435","553226593971.299","689163289411.764","819296934606.01","965917977205.79","1115654612682.9","1260515051072.45","1197671088013.29","1424774314269.12","1603614803794.07","1656725192153.01","1757662426634.58","1825677629407.4","1610309182289.44","1453124062366.33","1583630214899.87","1704078107124.46","1745254110180.65","1621662123503.33","1830970332357.42","1956487528375.04","1825737943161.89","1745534471319.04",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","35997718129.3813","37526753959.5638","40559057024.696","46133563240.6732","45897301616.0707","50550545830.814","54787700208.3105","54850349592.6597","58694306054.1145","66267287475.5079","74008950427.7514","76088812133.5778","85738836641.1666","109294364293.579","138660451590.258","152240812903.118","164696377128.595","180983996381.772","202680636097.424","238956641880.609","299137402796.248","404285452850.442","376157762152.102","337760865146.826","301810117767.905","288143377072.719","270007049651.052","302339304134.574","318192929825.367","323784478708.601","379287424670.976","405898975778.701","365097132484.535","369097166409.658","377643456195.544","480458994010.332","536614383851.106","564615905744.725","565895912036.854","404045130608.588","428318893884.446","410360395732.845","446787656285.316","562567531085.204","700138145283.163","832620439836.322","982221551651.439","1136393300622.57","1288561561101.97","1230959378749.76","1455689721145.79","1636626485590.66","1701125321406.29","1806643863646.98","1882677435511","1676330914192.17","1528989342276.6","1667076470688.94","1790131601908.14","1843035420525.45","1730702407679.05","1943719394821.09","2085278582815.11","1946245643472.37","1860829213452.29",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","4867613584.07593","5439069281.6758","6314343372.26546","7925009632.22788","12630646182.7671","13694409320.0792","14972043508.9101","18019206140.4328","20755369166.4738","26574821231.5674","37145707160.6425","36940103854.3959","37520998833.7777","35658812348.8566","36101910320.0195","35666476422.4875","33499388274.7671","38552467291.7606","40825270354.7748","41312139927.8116","47733333684.6106","49795529588.2804","53023218422.8989","51286907058.2761","54797013229.9028","62836686288.7727","65558175951.5503","68913494592.0529","70124482433.0621","74150045695.1207","76460508666.9178","77480489516.0607","83359125284.8746","99561595017.7345","115354159670.083","129707462621.965","145688839748.426","171087518582.494","188836637600.571","161635804929.045","171768513183.07","192825279256.529","193712300797.047","201057180223.571","208200443901.847","192378904291.359","195005480876.446","212648078851.573","229205977078.088","230723882097.479","208338277477.527","243009421520.273","269954645297.005","285189556483.076","309361541400.629",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","37211826.0869565","37288845.210287","41430256.8067496","56011244.7398414","57817591.4570048","60101709.8452627","52039421.1975774","49207692.3210324","55044562.8014217","65755928.1359723","81662231.0329968","83499263.5007481","80307762.6236105","75110289.1832665","78213795.9250336","82733069.4418031","115928906.745482","115952925.468271","99000764.3902251","98545367.0431211","119297932.757045","107484142.71556","94861780.6228352","125742228.756741","131338414.584209","103695236.781001","135188165.74708","91920274.2401657","72285403.8423458","77302211.9248351","76198394.8202671","75951133.3777948","85171073.8777498","102085769.123419","114582283.916382","136450662.390592","142775104.081626","149146918.888611","188021165.00338","200668065.03175","190021192.489536","226455001.243083","229371348.202606","267041747.584354","293119143.246825","259999643.047388","292267272.196925","322002845.229335","383717327.830508","412976082.620705","471229484.607144","524402455.54816","540809499.189348","678976264.835436","764274042.735043",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861372806.2082","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793410397.38738","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368370997.92126","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","5126237646.22072","3317421648.09918","3591679430.99988","3996198866.57453","4016040575.08796","2911807496.20227","3107923197.96954","3791603200.0259","3455146280.83975","4714267822.2233",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12915046978.1615","14459924588.948","15699327209.2121","16737973764.3476","20428139755.6056","26180022222.2222","28197790874.5247","27844628979.2682","29976207629.4888","30496272225.1337","29215726004.7765","30726659550.9717","35243658398.7546","46616149116.7411","57215475076.2986","62547753148.4638","70751813442.9881","86587749517.9724","100830060552.902","89342984697.5246","91112160800.7668","99705104723.4341","94724394278.052","99134277850.3418","101713075598.862","89178548717.3324","90347173228.6356","95978130734.9766","106611673364.837","105843498304.094","107732602896.441","120560912620.599","115884262197.697","133896931490.224","141775733420.114",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19832029087.1272","14454495058.907","14277261540.7456","14449298371.7879","16400767069.6294","21367422159.3207","21470699362.6062","20726878751.5006","22058635314.4836","22609669083.7179","20159190701.6789","20668868706.8115","23214593516.2095","29360575031.8177","34156553313.4031","35947936823.7781","39260368837.0342","47880266542.577","55509332322.3578","49975540954.8465","47793117240.9001","51199194599.3094","46167053954.3367","47867056858.8892","49514466379.6057","42709468274.8137","44290685824.0682","48153200134.6613","53689067639.9176","53909922735.545","53384760135.1581","61529280461.092","59927702746.2843","69148468417.3208","72485008929.2766",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15930258332.069","17329819493.9904","18794282716.8476","20342365392.2225","22685750575.2235","24964233890.5922","27155028519.9472","29475219787.244","31278230633.5785","33967691454.3683","38037663341.8387","41506627519.0698","48883734671.5941","59319523962.1734","65918391224.0393","82766182746.4958","89233541403.6135","94332865494.4663","104292130795.618","123208942175.363","141887695763.193","129500408223.723","114216043039.506","104863313508.367","109044297250.901","113959392484.803","150281594980.066","182746413790.928","206688963474.344","217634838449.487","261469578630.804","273834608019.843","283912173666.678","212647043708.405","228701658890.617","267052836695.499","291952430659.111","268251974485.586","270889570937.999","274320415375.678","262905197441.662","242499249692.616","267373345246.531","334074051172.972","384547211147.247","391690329314.475","422530427475.536","490050156832.574","514616528348.834","434313804907.366","492753255885.718","570541353128.724","549742183874.355","584128116410.29","577730245154.162","501698263620.663","514218206628.325","536083940228.684","551312498430.164","532169294165.94","545147614972.141","637186904843.636","579895717343.956","585489968189.064","610117791237.089",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076845.9692616","43026042.7895829","45927961.6288154","54129438.3482247","64980554.0077784","70279971.8880112","76859969.2560123","74759970.096012","79799968.0800128","105419957.832017","112139955.144018","136462080.739132","146736479.235097","221915127.550763","264320940.959002","288299788.508035","272550068.137517","304060076.015019","340630085.157521","412093133.760988","541976852.577057","570774824.830585","537568059.413381","555336145.767884","494483408.878468","360079419.385958","449140318.385038","584126092.258819","692026454.737872","696921542.378265","1114694040.66987","1156135717.94598","1284759927.54594","1357189551.68431","1419294254.4183","1698989463.99106","1602741833.70552","1716714070.12471","1576908856.34674","1547888495.98428","1738093840.36607","1542477308.89408","1432221739.12342","2197598466.25447","2770082791.50412","3178112498.67911","3291330019.17287","3469381231.49049","3294084314.15058","3580428052.81393","4438765085.93784","4820478680.18375","4886551483.93374","4464726180.76995","4286015248.24891","3909281650.36128","3724180911.37828","4463673661.23006","4644696656.36967","4616996144.90635","4120621324.89015","4785708165.93031","4741163884.9523","4604172127.36299","4891883720.15742",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854972067.039106","892290502.793296","936089385.47486","985865921.787709","1022905027.93296","1361811508.37989","1417888715.0838","1427017206.70391","1353212122.90503","1259200446.92737","1407880446.92737","1236428100.55866","1353071061.45251","1537088715.0838","1627776949.27374","1735210227.92581",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012024.6246505","11592023.7636487","12642025.9161531","13923028.5422085","15393031.5557147","15603031.9862156","16443033.7082191","16632032.1339974","16074027.6473276","16452028.2974887","18432031.7030945","21965950.7711142","30645122.9204727","36896280.4764104","43134496.1645367","47803145.9480985","49278981.7550701","64526401.4638544","85552365.8005137","127261099.223864","156783829.504298","163750728.155916","157211789.714587","156098237.022585","160992920.960262","179691482.72165","221147061.290068","265212956.838633","301985618.085556","324333366.514829","392163560.868669","398307169.860405","461409398.855893","504230620.551871","517570058.151034","540733047.733048","535250347.089479","598966982.350186","647287375.762528","662838614.880674","654212394.27164","662064155.920692","742134837.50919","750847230.099263","893012218.181818","977899381.818182","1081441283.31798","1077308813.82945","979597394.293453","850901620.433301","981616542.328454","1058918707.26124","1089407839.19709","1333160407.38516","1387577870.08161","1432403352.12944","1568513348.14463","1675370641.01416","1784313926.76807","1868690096.73454","1382551751.56908","1487173794.80528","2018346588.73752","2187379754.66167","2167239562.46013",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704413.407821","945244972.067039","1110565880.75881","1200447408.37696","1339494267.01571","1472036540.13329","1342287553.19149","1580229799.42693","1753746429.62092","2245011514.55676","2140384010.0724","2589851325.14544","3059681697.61273","3239487516.42576","5159557147.50895","6826980444.14982","7633528866.93424","7696011396.0114","9275200458.19015","9929681528.66242","13062420382.1656","15518201335.3151","16298929011.4681","17589277143.1314","17503078174.0039","16403539892.7783","13293205278.2803","11356215543.3043","10577041644.9944","9853395761.63227","12308624417.8268","12981833333.3333","13253565861.1424","13695962055.4771","10122020000","11396706586.8263","13789560878.2435","14505233463.035","15200846153.8462","15873875968.9922","18937052543.4373","20237024724.7039","20669357462.3831","21828144686.0394","25086950495.0495","28858965517.2414","33751788856.305","40465318382.0585","52557913568.9549","54111735628.7065","61390830874.7007","67539428159.4474","43190318032.5627","21361254635.051","21502061465.9498","16466863117.0009","12597854877.4254","16369843352.3453","21497782867.6426","22583045060.0821","12047752036.091","14353205678.4991","23622827079.5047","19993439949.5435","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707900","409753600","485598800","578645800","721891500","773490000","862684000","703176000","686788000","728790000","727161000","754238000","841700000","942070000","1032452000","1022365000","1314329000","1371838000","918387000","1236459000","1434119000","1638653000","1745378000",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582728.147574","333975336.110722","357635713.41932","371767002.194886","392247517.728482","416926303.316872","432794921.680489","449826322.613453","453980096.208711","471635621.561599","469266736.650677","501866730.148987","585427546.798272","647199482.982537","652532795.084805","864602104.679653","866044962.016274","935360464.701341","1113920123.76723","1004316496.35051","1033002403.85304","876937558.273757","834369859.663018","832415806.010064","919103734.876996","1033069709.3319","1067828245.86207","1163426852.20442","1482597297.98821","1433686312.02914","1738605557.76313","1877137981.75712","1881847669.69794","1463251163.9188","1179837963.22213","1445919894.57661","1607345355.78298","1544689576.92712","1744794531.21401","1534673583.2487","1388506771.58756","1710843377.00119","1997005708.81576","2742815071.5744","4422855660.82592","8655892392.92919","9709626596.13031","10865385131.5172","13385593990.3378","12317614053.6841","14058506663.7252","16685349673.9957","17892228569.8861","17865316886.3315","18144336903.7175","14559599499.5011","13026289835.7789","13349041408.7152","15327000248.8701","14905517742.8454","14932897821.2387","16871937697.5854","17828508289.6049","19107685020.89","20625711664.6472",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","80803222392.8859","71174424446.8864","64922599309.2546","70216443534.957","81101169480.9704","94498004640.0973","103377065683.287","100371950314.405","101476791156.079","114101000754.857","127052297158.08","136440829735.232","155359237838.582","195413149940.391","221440713584.624","248519521080.329","252686739157.612","291229976122.31","282630837737.006","327249769951.168","377549806578.642","403129803803.166","423407966724.839","443371246698.137","480403927228.946","526032437680.959","524621676243.052","518488360539.102","575525093193.548","622193930069.762","666725912038.333","723904575173.197","812130263840.671","891466245843.003","1073279171690.89","1324238764804","1521373516801.19","1574970259582.32","1439656879989.21","1585948588432.78","1746603943460.8","1860780769837.6","2061459115839.34","2335149535289.99","2709162072001.22","3136379636324.84","3778756305027.42","4781275889354.55","6054653276221.09","6573332906059.41","7998802644980.75","9762261279860.9","10891972643927.8","12032716775573.3","12988715226836.7","13532269646653.5","13827143891946.3","15097049793765.4","16881313468532","17481802738366.4","17783399412496.6","21205315189717.1","21536968352300","21617377390319.4","22233410782170.8",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","992498822707.342","965490257950.385","1024746681754.96","1003092306131.23","929827192809.998","920437855589.114","830061949580.087","925919189031.283","952507144143.897","982308321776.593","949842594212","823854135754.596","895838467014.279","911238915365.998","1024301541480.18","1260221124097.34","1630082032407.5","2040988292003.96","2468693198412.59","3175231214996.31","3931203232657.33","3117218978688.28","3662269659889.56","4455855348774.35","4651635953949.63","4920488132844.11","4649625880580.4","3632564157711.83","3490976596937.19","3922819871997.88","4091510597189.56","4175891551192.92","3916679848494.7","4628696552014.54","5263275218883.39","5556261013139.78","6097876994310.88",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","171057069.137772","178497098.264275","186745757.859216","202305865.235908","234572186.455851","264505506.022433","305227594.821437","327215843.636336","341691567.465593","378091809.602636","358665753.909298","404648367.76644","474043921.843537","574030983.980053","791450308.362944","871781686.907321","874681611.928369","1097893825.98815","1164025637.26464","1259365711.53521","1604836915.96662","1359026709.45126","1160337039.38068","1081387264.60786","1014170069.21689","1076604520.42427","1498219578.86978","1763978065.8368","1947208354.22555","1910635575.38044","2299665505.61434","2262767860.10937","2390796915.91958","1741944426.20894","1387662121.46736","1849110468.19569","2069506014.46659","2116818622.95834","2241650112.33333","2226577203.91399","2106848752.27753","2093498674.49678","2410199032.43102","2987984050.99318","3191561508.69088","3221910408.46516","3320907721.74508","3759964943.38078","4578849657.99813","4721890900.22635","4746389531.6959","5422442166.44146","5413544658.41535","6021732977.26584","6393318261.82712","5755461035.38026","6071170959.12093","6387422517.69225","7029300383.08031","6992700101.37188","7400284167.78479","8342243645.94438","8169476148.95692","9171261837.57103","9925732119.72034",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760750860.62197","3034037810.96795","3308912796.93487","3540403456.55305","3889129942.30769","4388937649.03846","5279230817.30769","5638461442.30769","6081009427.88461","6695336567.30769","7086538437.5","7375000024.03846","8177873151.04224","10838587357.7466","13702998512.4492","14882770593.9796","16985208648.2112","19779312261.3155","24006566636.6855","27371650824.5092","32353514988.7287","34846039193.6131","36589772403.7566","40042798388.4951","41797647775.6238","38900711332.5373","43096773980.8569","50535446554.8769","61667253471.3736","72250748099.9762","85343190719.0107","98234714971.0612","111452746517.655","128889262951.157","146683778959.101","169278916592.843","183035237429.281","150180456565.728","113675596787.738","126669211778.94","126392224253.794","120296476180.402","134300904400.022","152280615245.887","172895685154.658","189318408468.595","221758296021.621","262942621455.053","291382982430.951","281710630187.319","341104766329.17","370818739623.622","397558325278.579","420333654592.547","407339040197.651","401296238228.084","413366349747.508","456356813536.764","506754208404.485","543976691793.886","500461898480.246","506194668789.937","495644697587.661","515906283940.933","526411265427.683",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395066.27017","2536585365.85366","1908554572.27139","1646623195.15603","1522001205.54551","1231561860.39946","1043654822.33503","921518032.909326","1320199581.52261","1086612290.27171","860541842.263697","1080772551.29433","1221106220.2868","1555318261.4172","2076176869.41089","2312352020.6689","2830213848.6203","3719524540.86193","5161299725.27673","4979472364.4534","5642221099.17704","6522756255.012","7633036903.07634","8448411318.25417","9112605459.32845","8271431485.07484","6992416096.89018","7536402852.85802","7764999999.45362","8300813599.3084","8133963550.65742","8937805347.13963","10713525200.3998","12244169292.7998","14204575548.5536",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2331358819.75954","3010982414.24425","3006988216.55045","3189539641.3171","3208098919.0146","3200539816.0601","3179225948.58114","2561118608.35516","2482228439.71407","2378759975.44506","2450350625.10407","2605689134.49042","2450564100.18292","2904663310.9825","3534772732.39746","4462029108.72349","5977440582.80171","6838351088.46688","8103901996.37024","10276674364.8961","12664165103.1895","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799714285.7143","36169428571.4286","37926285714.2857","40765428571.4286","45232857142.8571","45818000000","50007428571.4286","58972000000","60628857142.8571","64239891739.3311",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (current US$)","NY.GDP.MKTP.CD","74254828849.7672","82211199117.8387","86250253553.4591","93696406086.8332","104162884838.44","111798100119.596","123091751374.581","125201614253.724","134184398907.997","149793446787.172","163307974987.791","181556015274.324","204032859297.167","273820977964.151","357975020924.11","374145727652.557","410825164275.645","452146775872.922","542080456762.495","608357172644.965","744492380749.447","853276458879.684","780525282505.142","682182053296.281","716056349997.51","707257526942.854","713582717480.287","766166251112.595","840382172988.959","932275256079.826","1034789734568.17","1124908068504.74","1233363742738.71","1467632854216.12","1715725900552.18","1856598329804.83","2016731441801.02","2212232332046.39","2233592488204.2","2002860206663.71","2214460093284.61","2161360548377.99","1927322826341.17","1960517857816.62","2264876985801.18","2752004485891.67","3234928123366.26","3826961016523.09","4465814841123.63","4176790139651.53","5212131289578.22","5941897813854.12","6007450802813.58","6156391589157.93","6272674497672.07","5196815576719.09","5055941096844.8","5633597128103.88","5505396811018.94","5413386525184.87","4561756343150.42","5313306131137.49","6048473378741.76","6804996162368.3","6977493595927.05",
